date,AQI
1401/06/29,88
1401/06/30,82
1401/06/31,77
1401/07/01,88
1401/07/02,99
1401/07/03,95
1401/07/04,205
1401/07/05,100
1401/07/06,98
1401/07/07,85
1401/07/08,84
1401/07/09,89
1401/07/10,102
1401/07/11,84
1401/07/12,86
1401/07/13,88
1401/07/14,78
1401/07/15,91
1401/07/16,82
1401/07/17,85
1401/07/18,77
1401/07/19,95
1401/07/20,102
1401/07/21,94
1401/07/22,80
1401/07/23,82
1401/07/24,101
1401/07/25,86
1401/07/26,92
1401/07/27,98
1401/07/28,89
1401/07/29,98
1401/07/30,103
1401/08/01,91
1401/08/02,91
1401/08/03,79
1401/08/04,83
1401/08/05,98
1401/08/06,104
1401/08/07,95
1401/08/08,88
1401/08/09,105
1401/08/10,82
1401/08/11,104
1401/08/12,99
1401/08/13,94
1401/08/14,92
1401/08/15,87
1401/08/16,76
1401/08/17,81
1401/08/18,67
1401/08/19,99
1401/08/20,130
1401/08/21,129
1401/08/22,125
1401/08/23,116
1401/08/24,107
1401/08/25,116
1401/08/26,98
1401/08/27,94
1401/08/28,100
1401/08/29,143
1401/08/30,136
1401/09/01,136
1401/09/02,141
1401/09/03,158
1401/09/04,162
1401/09/05,130
1401/09/06,96
1401/09/07,70
1401/09/08,110
1401/09/09,128
1401/09/10,103
1401/09/11,121
1401/09/12,79
1401/09/13,80
1401/09/14,70
1401/09/15,76
1401/09/16,102
1401/09/17,141
1401/09/18,155
1401/09/19,153
1401/09/20,130
1401/09/21,136
1401/09/22,142
1401/09/23,171
1401/09/24,172
1401/09/25,159
1401/09/26,159
1401/09/27,136
1401/09/28,141
1401/09/29,137
1401/09/30,138
1401/10/01,76
1401/10/02,94
1401/10/03,67
1401/10/04,83
1401/10/05,128
1401/10/06,120
1401/10/07,115
1401/10/08,121
1401/10/09,154
1401/10/10,159
1401/10/11,169
1401/10/12,176
1401/10/13,167
1401/10/14,169
1401/10/15,160
1401/10/16,146
1401/10/17,159
1401/10/18,93
1401/10/19,94
1401/10/20,79
1401/10/21,106
1401/10/22,99
1401/10/23,69
1401/10/24,75
1401/10/25,99
1401/10/26,133
1401/10/27,171
1401/10/28,173
1401/10/29,152
1401/10/30,154
1401/11/01,153
1401/11/02,145
1401/11/03,146
1401/11/04,157
1401/11/05,160
1401/11/06,162
1401/11/07,143
1401/11/08,142
1401/11/09,144
1401/11/10,104
1401/11/11,86
1401/11/12,62
1401/11/13,75
1401/11/14,65
1401/11/15,47
1401/11/16,80
1401/11/17,75
1401/11/18,70
1401/11/19,64
1401/11/20,57
1401/11/21,51
1401/11/22,78
1401/11/23,66
1401/11/24,79
1401/11/25,165
1401/11/26,153
1401/11/27,145
1401/11/28,67
1401/11/29,96
1401/11/30,98
1401/12/01,68
1401/12/02,85
1401/12/03,62
1401/12/04,74
1401/12/05,85
1401/12/06,76
1401/12/07,102
1401/12/08,108
1401/12/09,97
1401/12/10,101
1401/12/11,108
1401/12/12,106
1401/12/13,83
1401/12/14,96
1401/12/15,83
1401/12/16,90
1401/12/17,78
1401/12/18,79
1401/12/19,66
1401/12/20,72
1401/12/21,105
1401/12/22,105
1401/12/23,71
1401/12/24,121
1401/12/25,65
1401/12/26,66
1401/12/27,59
1401/12/28,75
1401/12/29,62
1402/01/01,49
1402/01/02,42
1402/01/03,49
1402/01/04,65
1402/01/05,95
1402/01/06,112
1402/01/07,55
1402/01/08,53
1402/01/09,55
1402/01/10,56
1402/01/11,52
1402/01/12,40
1402/01/13,48
1402/01/14,67
1402/01/15,61
1402/01/16,60
1402/01/17,65
1402/01/18,69
1402/01/19,61
1402/01/20,79
1402/01/21,90
1402/01/22,92
1402/01/23,87
1402/01/24,60
1402/01/25,59
1402/01/26,45
1402/01/27,73
1402/01/28,67
1402/01/29,81
1402/01/30,75
1402/01/31,79
1402/02/01,73
1402/02/02,89
1402/02/03,70
1402/02/04,62
1402/02/05,70
1402/02/06,63
1402/02/07,63
1402/02/08,74
1402/02/09,87
1402/02/10,67
1402/02/11,60
1402/02/12,60
1402/02/13,66
1402/02/14,48
1402/02/15,48
1402/02/16,61
1402/02/17,79
1402/02/18,80
1402/02/19,82
1402/02/20,93
1402/02/21,77
1402/02/22,83
1402/02/23,112
1402/02/24,68
1402/02/25,110
1402/02/26,82
1402/02/27,61
1402/02/28,74
1402/02/29,84
1402/02/30,80
1402/02/31,75
1402/03/01,71
1402/03/02,94
1402/03/03,93
1402/03/04,96
1402/03/05,90
1402/03/06,76
1402/03/07,84
1402/03/08,110
1402/03/09,92
1402/03/10,79
1402/03/11,78
1402/03/12,84
1402/03/13,86
1402/03/14,93
1402/03/15,115
1402/03/16,118
1402/03/17,75
1402/03/18,73
1402/03/19,78
1402/03/20,67
1402/03/21,98
1402/03/22,74
1402/03/23,99
1402/03/24,90
1402/03/25,85
1402/03/26,84
1402/03/27,101
1402/03/28,71
1402/03/29,89
1402/03/30,107
1402/03/31,138
1402/04/01,74
1402/04/02,154
1402/04/03,108
1402/04/04,126
1402/04/05,113
1402/04/06,113
1402/04/07,112
1402/04/08,141
1402/04/09,146
1402/04/10,123
1402/04/11,96
1402/04/12,142
1402/04/13,121
1402/04/14,106
1402/04/15,85
1402/04/16,73
1402/04/17,77
1402/04/18,78
1402/04/19,74
1402/04/20,91
1402/04/21,104
1402/04/22,98
1402/04/23,100
1402/04/24,99
1402/04/25,109
1402/04/26,121
1402/04/27,142
1402/04/28,107
1402/04/29,143
1402/04/30,126
1402/04/31,89
1402/05/01,93
1402/05/02,74
1402/05/03,82
1402/05/04,103
1402/05/05,98
1402/05/06,152
1402/05/07,90
1402/05/08,106
1402/05/09,81
1402/05/10,84
1402/05/11,70
1402/05/12,67
1402/05/13,74
1402/05/14,70
1402/05/15,74
1402/05/16,76
1402/05/17,82
1402/05/18,77
1402/05/19,162
1402/05/20,121
1402/05/21,138
1402/05/22,110
1402/05/23,116
1402/05/24,140
1402/05/25,153
1402/05/26,119
1402/05/27,98
1402/05/28,93
1402/05/29,79
1402/05/30,99
1402/05/31,96
1402/06/01,94
1402/06/02,97
1402/06/03,92
1402/06/04,80
1402/06/05,165
1402/06/06,91
1402/06/07,85
1402/06/08,94
1402/06/09,101
1402/06/10,101
1402/06/11,92
1402/06/12,99
1402/06/13,79
1402/06/14,78
1402/06/15,92
1402/06/16,91
1402/06/17,87
1402/06/18,93
1402/06/19,84
1402/06/20,131
1402/06/21,114
1402/06/22,98
1402/06/23,92
1402/06/24,145
1402/06/25,105
1402/06/26,102
1402/06/27,87
1402/06/28,87
1402/06/29,87
1402/06/30,88
1402/06/31,85
1402/07/01,77
1402/07/02,78
1402/07/03,70
1402/07/04,71
1402/07/05,71
1402/07/06,83
1402/07/07,80
1402/07/08,73
1402/07/09,71
1402/07/10,78
1402/07/11,80
1402/07/12,77
1402/07/13,64
1402/07/14,56
1402/07/15,66
1402/07/16,87
1402/07/17,78
1402/07/18,92
1402/07/19,80
1402/07/20,73
1402/07/21,82
1402/07/22,109
1402/07/23,79
1402/07/24,117
1402/07/25,81
1402/07/26,74
1402/07/27,76
1402/07/28,79
1402/07/29,83
1402/07/30,93
1402/08/01,93
1402/08/02,89
1402/08/03,97
1402/08/04,99
1402/08/05,87
1402/08/06,94
1402/08/07,90
1402/08/08,80
1402/08/09,96
1402/08/10,97
1402/08/11,124
1402/08/12,104
1402/08/13,115
1402/08/14,114
1402/08/15,120
1402/08/16,94
1402/08/17,107
1402/08/18,105
1402/08/19,101
1402/08/20,104
1402/08/21,114
1402/08/22,112
1402/08/23,145
1402/08/24,151
1402/08/25,143
1402/08/26,87
1402/08/27,74
1402/08/28,78
1402/08/29,68
1402/08/30,65
1402/09/01,45
1402/09/02,93
1402/09/03,130
1402/09/04,135
1402/09/05,147
1402/09/06,151
1402/09/07,97
1402/09/08,73
1402/09/09,96
1402/09/10,127
1402/09/11,146
1402/09/12,154
1402/09/13,155
1402/09/14,164
1402/09/15,148
1402/09/16,146
1402/09/17,103
1402/09/18,97
1402/09/19,129
1402/09/20,92
1402/09/21,121
1402/09/22,113
1402/09/23,98
1402/09/24,92
1402/09/25,106
1402/09/26,144
1402/09/27,148
1402/09/28,137
1402/09/29,115
1402/09/30,118
1402/10/01,114
1402/10/02,137
1402/10/03,124
1402/10/04,62
1402/10/05,51
1402/10/06,90
1402/10/07,92
1402/10/08,101
1402/10/09,100
1402/10/10,120
1402/10/11,127
1402/10/12,153
1402/10/13,137
1402/10/14,86
1402/10/15,97
1402/10/16,80
1402/10/17,75
1402/10/18,109
1402/10/19,155
1402/10/20,88
1402/10/21,91
1402/10/22,70
1402/10/23,97
1402/10/24,67
1402/10/25,82
1402/10/26,67
1402/10/27,83
1402/10/28,104
1402/10/29,102
1402/10/30,126
1402/11/01,130
1402/11/02,101
1402/11/03,117
1402/11/04,99
1402/11/05,109
1402/11/06,84
1402/11/07,126
1402/11/08,97
1402/11/09,59
1402/11/10,75
1402/11/11,95
1402/11/12,70
1402/11/13,70
1402/11/14,74
1402/11/15,107
1402/11/16,104
1402/11/17,67
1402/11/18,47
1402/11/19,90
1402/11/20,89
1402/11/21,98
1402/11/22,85
1402/11/23,118
1402/11/24,122
1402/11/25,130
1402/11/26,126
1402/11/27,72
1402/11/28,63
1402/11/29,56
1402/11/30,75
1402/12/01,101
1402/12/02,120
1402/12/03,128
1402/12/04,114
1402/12/05,93
1402/12/06,92
1402/12/07,64
1402/12/08,71
1402/12/09,77
1402/12/10,84
1402/12/11,91
1402/12/12,92
1402/12/13,118
1402/12/14,131
1402/12/15,127
1402/12/16,146
1402/12/17,108
1402/12/18,70
1402/12/19,83
1402/12/20,63
1402/12/21,74
1402/12/22,92
1402/12/23,150
1402/12/24,126
1402/12/25,81
1402/12/26,66
1402/12/27,69
1402/12/28,77
1402/12/29,67
1403/01/01,58
1403/01/02,40
1403/01/03,59
1403/01/04,62
1403/01/05,57
1403/01/06,44
1403/01/07,50
1403/01/08,61
1403/01/09,50
1403/01/10,55
1403/01/11,57
1403/01/12,71
1403/01/13,56
1403/01/14,60
1403/01/15,69
1403/01/16,64
1403/01/17,73
1403/01/18,67
1403/01/19,69
1403/01/20,79
1403/01/21,74
1403/01/22,68
1403/01/23,67
1403/01/24,44
1403/01/25,53
1403/01/26,79
1403/01/27,95
1403/01/28,70
1403/01/29,67
1403/01/30,86
1403/01/31,72
1403/02/01,71
1403/02/02,73
1403/02/03,77
1403/02/04,77
1403/02/05,79
1403/02/06,81
1403/02/07,90
1403/02/08,81
1403/02/09,72
1403/02/10,75
1403/02/11,76
1403/02/12,63
1403/02/13,58
1403/02/14,55
1403/02/15,54
1403/02/16,52
1403/02/17,64
1403/02/18,64
1403/02/19,59
1403/02/20,62
1403/02/21,55
1403/02/22,84
1403/02/23,79
1403/02/24,68
1403/02/25,66
1403/02/26,72
1403/02/27,79
1403/02/28,54
1403/02/29,64
1403/02/30,53
1403/02/31,72
